assembly_accession;bioproject;biosample;wgs_master;excluded_from_refseq;refseq_category;relation_to_type_material;taxid;species_taxid;organism_name;infraspecific_name;isolate;version_status;assembly_level;release_type;genome_rep;seq_rel_date;asm_name;submitter;gbrs_paired_asm;paired_asm_comp;ftp_path;filename;Completeness;;Contamination;directory;contigs_file;proteins_file;genes_file;Size;GC;New_Genus;New_Species;Strain;TypeSpecies
GCA_003210735.1;PRJNA445865;SAMN08886635;QCUM00000000.1;derived from single cell;na;;2161954;2161954;Synechococcus sp. AG-679-D13;;AG-679-D13;latest;Contig;Major;Full;2018/06/12;ASM321073v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/735/GCA_003210735.1_ASM321073v1;GCA_003210735.1_ASM321073v1;72.55;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210735.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210735.1_ASM321073v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210735.1_ASM321073v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210735.1_ASM321073v1_genomic_prodigal_genes.fna;2.062147;0.560574973559111;Parasynechococcus;sp.;AG-679-D13;no
GCA_003208835.1;PRJNA445865;SAMN08886652;QCVD00000000.1;derived from single cell;na;;2161958;2161958;Synechococcus sp. AG-683-C23;;AG-683-C23;latest;Contig;Major;Full;2018/06/12;ASM320883v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/208/835/GCA_003208835.1_ASM320883v1;GCA_003208835.1_ASM320883v1;74.77;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003208835.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003208835.1_ASM320883v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003208835.1_ASM320883v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003208835.1_ASM320883v1_genomic_prodigal_genes.fna;1.914326;0.5293278156385067;Parasynechococcus;sp.;AG-683-C23;no
GCA_003210375.1;PRJNA445865;SAMN08886661;QCVM00000000.1;derived from single cell;na;;2161961;2161961;Synechococcus sp. AG-686-B21;;AG-686-B21;latest;Contig;Major;Full;2018/06/12;ASM321037v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/375/GCA_003210375.1_ASM321037v1;GCA_003210375.1_ASM321037v1;75.48;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210375.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210375.1_ASM321037v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210375.1_ASM321037v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210375.1_ASM321037v1_genomic_prodigal_genes.fna;1.849691;0.5273740316625858;Parasynechococcus;sp.;AG-686-B21;no
GCA_003211235.1;PRJNA445865;SAMN08886603;QCTG00000000.1;derived from single cell;na;;2161962;2161962;Synechococcus sp. AG-673-B04;;AG-673-B04;latest;Contig;Major;Full;2018/06/12;ASM321123v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/235/GCA_003211235.1_ASM321123v1;GCA_003211235.1_ASM321123v1;54.3;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003211235.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003211235.1_ASM321123v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003211235.1_ASM321123v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003211235.1_ASM321123v1_genomic_prodigal_genes.fna;1.402151;0.5564557597576866;Parasynechococcus;sp.;AG-673-B04;no
GCA_003210795.1;PRJNA445865;SAMN08886632;QCUJ00000000.1;derived from single cell;na;;2161966;2161966;Synechococcus sp. AG-679-B05;;AG-679-B05;latest;Contig;Major;Full;2018/06/12;ASM321079v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/795/GCA_003210795.1_ASM321079v1;GCA_003210795.1_ASM321079v1;81.1;;0.54;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210795.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210795.1_ASM321079v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210795.1_ASM321079v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210795.1_ASM321079v1_genomic_prodigal_genes.fna;1.875601;0.5623226901670452;Parasynechococcus;sp.;AG-679-B05;no
GCA_003210515.1;PRJNA445865;SAMN08886651;QCVC00000000.1;derived from single cell;na;;2161970;2161970;Synechococcus sp. AG-683-B21;;AG-683-B21;latest;Contig;Major;Full;2018/06/12;ASM321051v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/515/GCA_003210515.1_ASM321051v1;GCA_003210515.1_ASM321051v1;61.67;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210515.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210515.1_ASM321051v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210515.1_ASM321051v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210515.1_ASM321051v1_genomic_prodigal_genes.fna;1.4343709999999998;0.5327268886501471;Parasynechococcus;chilensis;AG-683-B21;no
GCA_003331245.1;PRJNA352798;SAMN08905480;QOPQ00000000.1;derived from metagenome;na;;2267257;2267257;Synechococcus sp. MED-G70;;MED-G70;latest;Contig;Major;Full;2018/07/20;ASM333124v1;Universidad Miguel Hernandez;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/331/245/GCA_003331245.1_ASM333124v1;GCA_003331245.1_ASM333124v1;84.36;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003331245.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003331245.1_ASM333124v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003331245.1_ASM333124v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003331245.1_ASM333124v1_genomic_prodigal_genes.fna;1.79938;0.6308311751825629;Parasynechococcus;sp.;MED-G70;no
GCA_003331765.1;PRJNA352798;SAMN08905479;QOPR00000000.1;derived from metagenome;na;;2267258;2267258;Synechococcus sp. MED-G69;;MED-G69;latest;Contig;Major;Full;2018/07/20;ASM333176v1;Universidad Miguel Hernandez;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/331/765/GCA_003331765.1_ASM333176v1;GCA_003331765.1_ASM333176v1;85.87;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003331765.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003331765.1_ASM333176v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003331765.1_ASM333176v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003331765.1_ASM333176v1_genomic_prodigal_genes.fna;1.782627;0.5518995280560656;Parasynechococcus;chilensis;MED-G69;no
GCA_004212765.1;PRJNA352798;SAMN10841304;SHBS00000000.1;derived from metagenome;na;;2518986;2518986;Synechococcus sp. MED-G133;;MED-G133;latest;Contig;Major;Full;2019/02/19;ASM421276v1;Universidad Miguel Hernandez;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/212/765/GCA_004212765.1_ASM421276v1;GCA_004212765.1_ASM421276v1;51.38;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_004212765.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_004212765.1_ASM421276v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_004212765.1_ASM421276v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_004212765.1_ASM421276v1_genomic_prodigal_genes.fna;0.991595;0.618672946112072;Parasynechococcus;sp.;MED-G133;no
GCA_900474045.1;PRJEB26976;SAMEA4707916;UCNR00000000.1;;na;;2575512;2575512;Synechococcus sp. N19;;N19;latest;Contig;Major;Full;2018/07/31;N19;UNIVERSITY OF SOUTHERN CALIFORNIA;GCF_900474045.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/045/GCA_900474045.1_N19;GCA_900474045.1_N19;99.73;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_900474045.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_900474045.1_N19_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_900474045.1_N19_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_900474045.1_N19_genomic_prodigal_genes.fna;2.163106;0.6062758829202083;Parasynechococcus;sp.;N19;no
GCA_900473975.1;PRJEB26976;SAMEA4707915;UCNM00000000.1;;na;;2575513;2575513;Synechococcus sp. N26;;N26;latest;Contig;Major;Full;2018/07/31;N26;UNIVERSITY OF SOUTHERN CALIFORNIA;GCF_900473975.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/473/975/GCA_900473975.1_N26;GCA_900473975.1_N26;100.0;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_900473975.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_900473975.1_N26_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_900473975.1_N26_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_900473975.1_N26_genomic_prodigal_genes.fna;2.126898;0.6068377515047736;Parasynechococcus;sp.;N26;no
GCA_900473895.1;PRJEB26976;SAMEA4707912;UCND00000000.1;;na;;2575514;2575514;Synechococcus sp. N32;;N32;latest;Contig;Major;Full;2018/07/31;N32;UNIVERSITY OF SOUTHERN CALIFORNIA;GCF_900473895.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/473/895/GCA_900473895.1_N32;GCA_900473895.1_N32;100.0;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_900473895.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_900473895.1_N32_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_900473895.1_N32_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_900473895.1_N32_genomic_prodigal_genes.fna;2.210892;0.6093563141030861;Parasynechococcus;sp.;N32;no
GCA_900473925.1;PRJEB26976;SAMEA4707913;UCNI00000000.1;;na;;2575515;2575515;Synechococcus sp. N5;;N5;latest;Contig;Major;Full;2018/07/31;N5;UNIVERSITY OF SOUTHERN CALIFORNIA;GCF_900473925.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/473/925/GCA_900473925.1_N5;GCA_900473925.1_N5;100.0;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_900473925.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_900473925.1_N5_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_900473925.1_N5_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_900473925.1_N5_genomic_prodigal_genes.fna;2.089511;0.6095660659360013;Parasynechococcus;sp.;N5;no
GCA_008081095.1;PRJNA552566;SAMN12255921;VMCZ00000000.1;"derived from metagenome ; fragmented assembly";na;;2598124;2598124;Synechococcus sp. 16_2;;16_2;latest;Contig;Major;Full;2019/08/23;ASM808109v1;Sapelo Island Microbial Carbon Observatory;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/081/095/GCA_008081095.1_ASM808109v1;GCA_008081095.1_ASM808109v1;58.29;;2.04;/home/vini/data/prosyn/./genbank/bacteria/GCA_008081095.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_008081095.1_ASM808109v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_008081095.1_ASM808109v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_008081095.1_ASM808109v1_genomic_prodigal_genes.fna;1.161341;0.6256190042373428;Parasynechococcus;sp.;16_2;
GCA_000179235.2;PRJNA46501;SAMN00010394;;;na;;232348;232348;Synechococcus sp. CB0101;strain=CB0101;;latest;Complete Genome;Major;Full;2019/04/30;ASM17923v2;Gordon and Betty Moore Foundation Marine Microbiology Initiative;GCF_000179235.2;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/235/GCA_000179235.2_ASM17923v2;GCA_000179235.2_ASM17923v2;100.0;;0.54;/home/vini/data/prosyn/./genbank/bacteria/GCA_000179235.2;/home/vini/data/prosyn/processing/genomic_fna/GCA_000179235.2_ASM17923v2_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000179235.2_ASM17923v2_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000179235.2_ASM17923v2_genomic_prodigal_genes.fna;2.789647;0.6405903686021923;Magnicoccus;sudiatlanticus;CB0101;yes
GCA_000179255.1;PRJNA46503;SAMN00010406;ADXM00000000.1;;na;;232363;232363;Synechococcus sp. CB0205;strain=CB0205;;latest;Contig;Major;Full;2010/06/22;ASM17925v1;Gordon and Betty Moore Foundation Marine Microbiology Initiative;GCF_000179255.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/255/GCA_000179255.1_ASM17925v1;GCA_000179255.1_ASM17925v1;99.18;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_000179255.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000179255.1_ASM17925v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000179255.1_ASM17925v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000179255.1_ASM17925v1_genomic_prodigal_genes.fna;2.427308;0.6296753440436895;Magnicoccus;indicus;CB0205;yes
GCA_003149585.1;PRJNA445564;SAMN08724830;QCWF00000000.1;derived from metagenome;na;;1979185;1979185;Synechococcus sp. XM-24;;XM-24;latest;Contig;Major;Full;2018/05/23;ASM314958v1;Xiamen University;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/149/585/GCA_003149585.1_ASM314958v1;GCA_003149585.1_ASM314958v1;100.0;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_003149585.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003149585.1_ASM314958v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003149585.1_ASM314958v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003149585.1_ASM314958v1_genomic_prodigal_genes.fna;2.376968;0.6326538682893501;Magnicoccus;indicus;XM-24;no
GCA_000317085.1;PRJNA159509;SAMN02261356;;;na;;1173263;1173263;Synechococcus sp. PCC 7502;strain=PCC 7502;;latest;Complete Genome;Major;Full;2012/12/05;ASM31708v1;JGI;GCF_000317085.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/085/GCA_000317085.1_ASM31708v1;GCA_000317085.1_ASM31708v1;99.46;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_000317085.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000317085.1_ASM31708v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000317085.1_ASM31708v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000317085.1_ASM31708v1_genomic_prodigal_genes.fna;3.583735;0.40621139676901336;Leptovivax;bogii;PCC 7502;yes
GCA_000013205.1;PRJNA16251;SAMN02604048;;;na;;321327;321327;Synechococcus sp. JA-3-3Ab;strain=JA-3-3Ab;;latest;Complete Genome;Major;Full;2006/02/06;ASM1320v1;TIGR;GCF_000013205.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/205/GCA_000013205.1_ASM1320v1;GCA_000013205.1_ASM1320v1;98.37;;1.49;/home/vini/data/prosyn/./genbank/bacteria/GCA_000013205.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000013205.1_ASM1320v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000013205.1_ASM1320v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000013205.1_ASM1320v1_genomic_prodigal_genes.fna;2.932766;0.6023733226585415;Leptococcus;yellowstonii;JA-3-3Ab;yes
GCA_000013225.1;PRJNA16252;SAMN02604049;;;na;;321332;321332;Synechococcus sp. JA-2-3B'a(2-13);strain=JA-2-3B'a(2-13);;latest;Complete Genome;Major;Full;2006/02/06;ASM1322v1;TIGR;GCF_000013225.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/225/GCA_000013225.1_ASM1322v1;GCA_000013225.1_ASM1322v1;98.64;;0.54;/home/vini/data/prosyn/./genbank/bacteria/GCA_000013225.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000013225.1_ASM1322v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000013225.1_ASM1322v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000013225.1_ASM1322v1_genomic_prodigal_genes.fna;3.046682;0.5845034040310082;Leptococcus;springii;JA-2-3-Ba;yes
GCA_002760345.1;PRJNA209725;SAMN07981244;AXZO00000000.1;;na;;1351840;1351840;Synechococcus sp. 65AY6Li;strain=65AY6Li;;latest;Scaffold;Major;Full;2017/11/07;ASM276034v1;DOE JGI;GCF_002760345.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/760/345/GCA_002760345.1_ASM276034v1;GCA_002760345.1_ASM276034v1;98.19;;1.22;/home/vini/data/prosyn/./genbank/bacteria/GCA_002760345.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002760345.1_ASM276034v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002760345.1_ASM276034v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002760345.1_ASM276034v1_genomic_prodigal_genes.fna;2.933219;0.5919615957758354;Leptococcus;yellowstonii;65AY6Li;no
GCA_002760375.1;PRJNA210214;SAMN07981243;AUMZ00000000.1;;na;;1353262;1353262;Synechococcus sp. 60AY4M2;strain=60AY4M2;;latest;Scaffold;Major;Full;2017/11/07;ASM276037v1;DOE JGI;GCF_002760375.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/760/375/GCA_002760375.1_ASM276037v1;GCA_002760375.1_ASM276037v1;98.1;;0.82;/home/vini/data/prosyn/./genbank/bacteria/GCA_002760375.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002760375.1_ASM276037v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002760375.1_ASM276037v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002760375.1_ASM276037v1_genomic_prodigal_genes.fna;3.162818;0.5429057252108721;Leptococcus;yellowstonii;60AY4M2;no
GCA_002760395.1;PRJNA210215;SAMN07981242;AUNA00000000.1;;na;;1353263;1353263;Synechococcus sp. 63AY4M1;strain=63AY4M1;;latest;Scaffold;Major;Full;2017/11/07;ASM276039v1;DOE JGI;GCF_002760395.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/760/395/GCA_002760395.1_ASM276039v1;GCA_002760395.1_ASM276039v1;97.83;;0.54;/home/vini/data/prosyn/./genbank/bacteria/GCA_002760395.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002760395.1_ASM276039v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002760395.1_ASM276039v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002760395.1_ASM276039v1_genomic_prodigal_genes.fna;3.158777;0.5329815938257116;Leptococcus;yellowstonii;63AY4M1;no
GCA_002760445.1;PRJNA210216;SAMN07981241;AXUV00000000.1;;na;;1353264;1353264;Synechococcus sp. 65AY640;strain=65AY640;;latest;Scaffold;Major;Full;2017/11/07;ASM276044v1;DOE JGI;GCF_002760445.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/760/445/GCA_002760445.1_ASM276044v1;GCA_002760445.1_ASM276044v1;98.37;;0.82;/home/vini/data/prosyn/./genbank/bacteria/GCA_002760445.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002760445.1_ASM276044v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002760445.1_ASM276044v1_genomic_prodigal_genes.fna;3.1610080000000003;0.534849959253504;Leptococcus;yellowstonii;65AY640;no
GCA_002760415.1;PRJNA210217;SAMN07981246;AXUW00000000.1;;na;;1353265;1353265;Synechococcus sp. 65AY6A5;strain=65AY6A5;;latest;Scaffold;Major;Full;2017/11/07;ASM276041v1;DOE JGI;GCF_002760415.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/760/415/GCA_002760415.1_ASM276041v1;GCA_002760415.1_ASM276041v1;98.64;;1.09;/home/vini/data/prosyn/./genbank/bacteria/GCA_002760415.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002760415.1_ASM276041v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002760415.1_ASM276041v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002760415.1_ASM276041v1_genomic_prodigal_genes.fna;2.981827;0.5701766064899138;Leptococcus;yellowstonii;65AY6A5;no
GCA_002760475.1;PRJNA210218;SAMN07981245;AXUX00000000.1;;na;;1353266;1353266;Synechococcus sp. 63AY4M2;strain=63AY4M2;;latest;Scaffold;Major;Full;2017/11/07;ASM276047v1;DOE JGI;GCF_002760475.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/760/475/GCA_002760475.1_ASM276047v1;GCA_002760475.1_ASM276047v1;98.64;;0.82;/home/vini/data/prosyn/./genbank/bacteria/GCA_002760475.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002760475.1_ASM276047v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002760475.1_ASM276047v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002760475.1_ASM276047v1_genomic_prodigal_genes.fna;3.093974;0.5474528874515429;Leptococcus;yellowstonii;63AY4M2;no
GCA_002151525.1;PRJNA342151;SAMN05915837;MWMJ00000000.1;derived from metagenome;na;;1910957;1910957;Synechococcus sp. Lanier;;Lanier;latest;Contig;Major;Full;2017/05/19;ASM215152v1;Universidad Miguel Hernandez;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/525/GCA_002151525.1_ASM215152v1;GCA_002151525.1_ASM215152v1;74.58;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_002151525.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002151525.1_ASM215152v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002151525.1_ASM215152v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002151525.1_ASM215152v1_genomic_prodigal_genes.fna;1.475744;0.5140003957325932;Lacustricoccus;sp.;Lanier;no
GCA_002006815.1;PRJNA342151;SAMN05915836;MRUD00000000.1;derived from metagenome;na;assembly from type material;1910958;2116544;Synechococcus lacustris str. Tous;strain=Tous;Tous;latest;Contig;Major;Full;2017/02/24;ASM200681v1;Universidad Miguel Hernandez;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/006/815/GCA_002006815.1_ASM200681v1;GCA_002006815.1_ASM200681v1;91.3;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_002006815.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002006815.1_ASM200681v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002006815.1_ASM200681v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002006815.1_ASM200681v1_genomic_prodigal_genes.fna;1.791665;0.5264862571965183;Lacustricoccus;lacustris;TousB;no
GCA_003011125.1;PRJNA435996;SAMN08610144;PXVC00000000.1;;na;assembly from type material;2116544;2116544;Synechococcus lacustris;strain=Tous;;latest;Scaffold;Major;Full;2018/03/19;ASM301112v1;Evolutionary Genomics Group;GCF_003011125.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/011/125/GCA_003011125.1_ASM301112v1;GCA_003011125.1_ASM301112v1;98.55;;1.72;/home/vini/data/prosyn/./genbank/bacteria/GCA_003011125.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003011125.1_ASM301112v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003011125.1_ASM301112v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003011125.1_ASM301112v1_genomic_prodigal_genes.fna;2.66888;0.5139238182308684;Lacustricoccus;lacustris;TousA;yes
GCA_009919765.1;PRJNA495371;SAMN10223114;RGBH00000000.1;derived from metagenome;na;;1131;1131;Synechococcus sp.;;WB6_4_196;latest;Contig;Major;Full;2020/01/23;ASM991976v1;Georgia Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/919/765/GCA_009919765.1_ASM991976v1;GCA_009919765.1_ASM991976v1;79.15;;2.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_009919765.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_009919765.1_ASM991976v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_009919765.1_ASM991976v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_009919765.1_ASM991976v1_genomic_prodigal_genes.fna;1.774171;0.6168069481464864;Inmanicoccus;mediterranei;WB6_4_196;
GCA_000063525.1;PRJNA13654;SAMEA3138265;;;na;;316278;316278;Synechococcus sp. RCC307;;;latest;Complete Genome;Major;Full;2007/05/19;ASM6352v1;Genoscope;GCF_000063525.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/525/GCA_000063525.1_ASM6352v1;GCA_000063525.1_ASM6352v1;99.64;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_000063525.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000063525.1_ASM6352v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000063525.1_ASM6352v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000063525.1_ASM6352v1_genomic_prodigal_genes.fna;2.224914;0.6084347529837109;Inmanicoccus;mediterranei;RCC307;yes
